Distance;height_df;speed_df;curve_df;elevation_df;stops_df
0;0;25;;47;KUH
1;0,048846154;25;;47;
2;0,097692308;25;;47;
3;0,146538462;25;;47;
4;0,195384615;25;;47;
5;0,244230769;25;;47;
6;0,293076923;25;;47;
7;0,341923077;25;;47;
8;0,390769231;25;;47;
9;0,439615385;25;;47;
10;0,488461538;25;;47;
11;0,537307692;25;;47;
12;0,586153846;25;;47;
13;0,635;25;;47;
14;0,683846154;25;;47;
15;0,732692308;25;;47;
16;0,781538462;25;;47;
17;0,830384615;25;-1,927105153;47;
18;0,879230769;25;;47;
19;0,928076923;25;;47;
20;0,976923077;25;;47;
21;1,025769231;25;;47;
22;1,074615385;25;;47;
23;1,123461538;25;;47;
24;1,172307692;25;;47;
25;1,221153846;25;;47;
26;1,27;25;;47;
27;1,311944444;25;;47;
28;1,353888889;25;;47;
29;1,395833333;25;;47;
30;1,437777778;25;;47;
31;1,479722222;25;;47;
32;1,521666667;25;;47;
33;1,563611111;25;;47;
34;1,605555556;25;;47;
35;1,6475;25;;47;
36;1,689444444;25;;47;
37;1,731388889;25;16,23299043;47;
38;1,773333333;25;;47;
39;1,815277778;25;;47;
40;1,857222222;25;;47;
41;1,899166667;25;;47;
42;1,941111111;25;;47;
43;1,983055556;25;;47;
44;2,025;25;;47;
45;2,066944444;25;;47;
46;2,108888889;25;;47;
47;2,150833333;25;;47;
48;2,192777778;25;;47;
49;2,234722222;25;;47;
50;2,276666667;25;;47;
51;2,318611111;25;;47;
52;2,360555556;25;;47;
53;2,4025;25;;47;
54;2,444444444;25;;47;
55;2,486388889;25;;47;
56;2,528333333;25;;47;
57;2,570277778;25;9,865164704;47;
58;2,612222222;25;;47;
59;2,654166667;25;;47;
60;2,696111111;25;;47;
61;2,738055556;25;;47;
62;2,78;25;;47;
63;2,762833333;25;;47;
64;2,745666667;25;;47;
65;2,7285;25;;47;
66;2,711333333;25;;47;
67;2,694166667;25;;47;
68;2,677;25;;43;
69;2,368;25;;40;
70;2,247833333;25;;-8,727272727;
71;2,230666667;25;;-12,45454545;
72;2,2135;25;;-16,18181818;
73;2,196333333;25;;-19,90909091;
74;2,179166667;25;;-23,63636364;
75;2,162;25;;-27,36363636;
76;2,144833333;25;;-31,09090909;
77;2,127666667;25;18,76832845;-34,81818182;
78;2,1105;25;;-38,54545455;
79;2,093333333;25;;-42,27272727;
80;2,076166667;25;;-46;
81;2,059;25;;-46;
82;2,041833333;25;;-46;
83;2,024666667;25;;-46;
84;2,0075;25;;-46;
85;1,990333333;25;;-46;
86;1,973166667;25;;-46;
87;1,956;25;;-46;
88;1,938833333;25;;-46;
89;1,921666667;25;;-46;
90;1,9045;25;;-46;
91;1,887333333;25;23,54419774;-46;
92;1,870166667;25;;-46;
93;1,853;25;;-46;
94;1,835833333;25;;-46;
95;1,818666667;25;;-46;
96;1,8015;25;;-46;
97;1,784333333;25;;-46;
98;1,767166667;25;;-46;
99;1,75;25;;-46;
100;1,704444444;25;;-46;
101;1,658888889;25;;-46;
102;1,613333333;25;;-46;
103;1,567777778;25;;-46;
104;1,522222222;25;;-46;
105;1,476666667;25;;-46;
106;1,431111111;25;;-46;
107;1,385555556;25;;-46;
108;1,34;25;;-46;
109;1,294444444;25;;-46;
110;1,248888889;25;;-46;
111;1,203333333;25;;-46;
112;1,157777778;25;;-46;
113;1,112222222;25;;-46;
114;1,066666667;25;;-46;
115;1,021111111;25;;-46;
116;0,975555556;25;;-46;
117;0,93;25;23,54419774;-46;
118;0,884444444;25;;-46;
119;0,838888889;25;;-46;
120;0,793333333;25;;-46;
121;0,747777778;25;;-46;
122;0,702222222;25;;-46;
123;0,656666667;25;;-46;
124;0,611111111;25;;-46;
125;0,565555556;25;;-46;
126;0,52;25;;-46;
127;0,474444444;25;;-46;
128;0,428888889;25;;-46;
129;0,383333333;25;;-46;
130;0,337777778;25;;-46;
131;0,292222222;25;;-46;
132;0,246666667;25;;-46;
133;0,201111111;25;;-46;
134;0,155555556;25;;-46;
135;0,11;25;;-46;
136;0,063783784;25;;-46;
137;0,017567568;25;;-46;
138;-0,028648649;25;;-46;
139;-0,074864865;25;18,92162795;-46;
140;-0,121081081;25;;-46;
141;-0,167297297;25;;-46;
142;-0,213513514;25;;-46;
143;-0,25972973;25;;-46;
144;-0,305945946;25;;-46;
145;-0,352162162;25;;-46;
146;-0,398378378;25;;-46;
147;-0,444594595;25;;-46;
148;-0,490810811;25;;-45,83870968;
149;-0,537027027;25;;-45,67741935;
150;-0,583243243;25;;-45,51612903;
151;-0,629459459;25;;-45,35483871;
152;-0,675675676;25;;-45,19354839;
153;-0,721891892;25;;-45,03225806;
154;-0,768108108;25;;-44,87096774;
155;-0,814324324;25;;-44,70967742;
156;-0,860540541;25;7,018173838;-44,5483871;
157;-0,906756757;25;;-44,38709677;
158;-0,952972973;25;;-44,22580645;
159;-0,999189189;25;;-44,06451613;
160;-1,045405405;25;;-43,90322581;
161;-1,091621622;25;;-43,74193548;
162;-1,137837838;25;;-43,58064516;
163;-1,184054054;25;;-43,41935484;
164;-1,23027027;25;;-43,25806452;
165;-1,276486486;25;;-43,09677419;
166;-1,322702703;25;;-42,93548387;
167;-1,368918919;25;;-42,77419355;
168;-1,415135135;25;;-42,61290323;
169;-1,461351351;25;;-42,4516129;
170;-1,507567568;25;;-42,29032258;
171;-1,553783784;25;;-42,12903226;
172;-1,6;25;;-41,96774194;
173;-1,634390244;25;;-41,80645161;
174;-1,668780488;25;;-41,64516129;
175;-1,703170732;25;;-41,48387097;
176;-1,737560976;25;;-41,32258065;
177;-1,77195122;25;;-41,16129032;
178;-1,806341463;25;176,2540924;-41;
179;-2,012682927;25;57,93045664;-41;
180;-2,047073171;25;;-41;
181;-2,081463415;25;;-41;
182;-2,115853659;25;;-41;
183;-2,150243902;25;;-41;
184;-2,184634146;25;;-40,5;
185;-2,21902439;25;;-39,91666667;
186;-2,253414634;25;;-39,33333333;
187;-2,287804878;25;;-38,75;
188;-2,322195122;25;;-38,16666667;
189;-2,356585366;25;;-37,58333333;
190;-2,39097561;25;;-37;
191;-2,425365854;25;;-37;
192;-2,459756098;25;;-37;
193;-2,494146341;25;;-37;
194;-2,528536585;25;;-37;
195;-2,562926829;25;;-37;
196;-2,597317073;25;;-37;
197;-2,631707317;25;;-37;
198;-2,666097561;25;199,0131732;-37;
199;-2,700487805;25;;-37;
200;-2,734878049;25;;-37;
201;-2,769268293;25;;-37;
202;-2,803658537;25;;-37;
203;-2,83804878;25;;-37;
204;-2,872439024;25;;-37;
205;-2,906829268;25;;-37;
206;-2,941219512;25;;-37;
207;-2,975609756;25;;-37;
208;-3,01;25;;-37;
209;-3,048378378;25;;-37;
210;-3,086756757;25;;-37;
211;-3,125135135;25;;-37;
212;-3,163513514;25;;-37;
213;-3,201891892;25;;-37;
214;-3,24027027;25;;-37;
215;-3,278648649;25;;-37;
216;-3,317027027;25;;-37;
217;-3,355405405;25;;-37;
218;-3,393783784;25;185,9630612;-37;
219;-3,432162162;25;;-37;
220;-3,470540541;25;14,41698087;-37;
221;-3,508918919;25;;-37;
222;-3,547297297;25;132,5047712;-37;
223;-3,624054054;25;;-37;
224;-3,662432432;25;;-37;
225;-3,700810811;25;;-37;
226;-3,739189189;25;;-37;
227;-3,777567568;25;;-37,03571429;
228;-3,815945946;25;;-37,07142857;
229;-3,854324324;25;;-37,10714286;
230;-3,892702703;25;;-37,14285714;
231;-3,931081081;25;;-37,17857143;
232;-3,969459459;25;;-37,21428571;
233;-4,007837838;25;;-37,25;
234;-4,046216216;25;;-37,28571429;
235;-4,084594595;25;-1,927105153;-37,32142857;
236;-4,122972973;25;;-37,35714286;
237;-4,161351351;25;;-37,39285714;
238;-4,19972973;25;;-37,42857143;
239;-4,238108108;25;;-37,46428571;
240;-4,276486486;25;;-37,5;
241;-4,314864865;25;;-37,53571429;
242;-4,353243243;25;;-37,57142857;
243;-4,391621622;25;;-37,60714286;
244;-4,43;25;;-37,64285714;
245;-4,469487179;25;;-37,67857143;
246;-4,508974359;25;;-37,71428571;
247;-4,548461538;25;;-37,75;
248;-4,587948718;25;;-37,78571429;
249;-4,627435897;25;;-37,82142857;
250;-4,666923077;25;;-37,85714286;
251;-4,706410256;25;;-37,89285714;
252;-4,745897436;25;;-37,92857143;
253;-4,785384615;25;;-37,96428571;
254;-4,824871795;25;;-38;
255;-4,864358974;25;;-38,66666667;
256;-4,903846154;25;;-39,33333333;
257;-4,943333333;60;;-40;
258;-4,982820513;60;;-40,66666667;
259;-5,022307692;60;;-41,33333333;
260;-5,061794872;60;;-42;
261;-5,101282051;60;;-42,3125;
262;-5,140769231;60;;-42,625;
263;-5,18025641;60;;-42,9375;
264;-5,21974359;60;;-43,25;
265;-5,259230769;60;82,62346972;-43,5625;
266;-5,338205128;60;;-44,1875;
267;-5,377692308;60;;-44,5;
268;-5,417179487;60;;-44,8125;
269;-5,456666667;60;;-45,125;
270;-5,496153846;60;;-45,4375;
271;-5,535641026;60;;-45,75;
272;-5,575128205;60;;-46,0625;
273;-5,614615385;60;;-46,375;
274;-5,654102564;60;;-46,6875;
275;-5,693589744;60;;-47;
276;-5,733076923;60;;-47;
277;-5,772564103;60;;-47;
278;-5,812051282;60;;-47;
279;-5,851538462;60;277,1959224;-47;
280;-5,930512821;60;;-47;
281;-5,97;60;;-47;
282;-6,014324324;60;230,380611;-47;
283;-6,102972973;60;119,1401987;-47;
284;-6,147297297;60;14,93112383;-47;
285;-6,191621622;60;;-47;
286;-6,235945946;60;322,669863;-47;
287;-6,28027027;60;;-47;
288;-6,324594595;60;;-47;
289;-6,368918919;60;;-47;
290;-6,413243243;60;;-47;
291;-6,457567568;60;;-47;
292;-6,501891892;60;;-47;
293;-6,546216216;60;;-47;
294;-6,590540541;60;;-47;
295;-6,634864865;60;;-47;
296;-6,679189189;60;;-47;
297;-6,723513514;60;;-47;
298;-6,767837838;60;;-47;
299;-6,812162162;60;;-47;
300;-6,856486486;60;;-47;
301;-6,900810811;60;;-47;
302;-6,945135135;60;;-47;
303;-6,989459459;60;;-47;
304;-7,033783784;60;;-47;
305;-7,078108108;60;;-47;
306;-7,122432432;60;351,8409906;-47;
307;-7,166756757;60;;-47;
308;-7,211081081;60;;-47;
309;-7,255405405;60;;-47;
310;-7,29972973;60;;-47;
311;-7,344054054;60;;-47;
312;-7,388378378;60;;-47;
313;-7,432702703;60;;-47;
314;-7,477027027;60;;-47;
315;-7,521351351;60;;-47;
316;-7,565675676;60;;-47;
317;-7,61;60;;-47;
318;-7,650731707;60;;-47;
319;-7,691463415;60;;-47;
320;-7,732195122;60;;-47;
321;-7,772926829;60;;-47;
322;-7,813658537;60;;-47;
323;-7,854390244;60;;-47;
324;-7,895121951;60;;-47;
325;-7,935853659;60;;-47;
326;-7,976585366;60;335,5362121;-47;
327;-8,017317073;60;13,45001474;-47;
328;-8,05804878;60;;-47;
329;-8,098780488;60;278,0213812;-47;
330;-8,302439024;60;;-47;
331;-8,343170732;60;;-47;
332;-8,383902439;60;;-47;
333;-8,424634146;60;;-47;
334;-8,465365854;60;;-47;
335;-8,506097561;60;;-47;
336;-8,546829268;60;;-47;
337;-8,587560976;60;;-47;
338;-8,628292683;60;;-47;
339;-8,66902439;60;;-47;
340;-8,709756098;60;;-47;
341;-8,750487805;60;;-47;
342;-8,791219512;60;;-47;
343;-8,83195122;60;-1,927105153;-47;
344;-8,872682927;60;;-47;
345;-8,913414634;60;;-47;
346;-8,954146341;60;;-47;
347;-8,994878049;60;;-47;
348;-9,035609756;60;;-47;
349;-9,076341463;60;;-47;
350;-9,117073171;60;;-47;
351;-9,157804878;60;;-47;
352;-9,198536585;60;;-47;
353;-9,239268293;60;;-47;
354;-9,28;60;;-47;
355;-9,328333333;60;;-47;
356;-9,376666667;60;;-47;
357;-9,425;60;;-47;
358;-9,473333333;60;;-47;
359;-9,521666667;60;;-47;
360;-9,57;60;;-47;
361;-9,618333333;60;;-47;
362;-9,666666667;60;;-47;
363;-9,715;60;;-47;
364;-9,763333333;60;;-47;
365;-9,811666667;60;;-47;
366;-9,86;60;;-47;
367;-9,908333333;60;;-47;
368;-9,956666667;60;;-47;
369;-10,005;60;;-47;
370;-10,05333333;60;;-47;
371;-10,10166667;60;;-47;
372;-10,15;60;;-47;
373;-10,19833333;60;-1,927105153;-47,25;
374;-10,24666667;60;;-47,5;
375;-10,295;60;;-47,75;
376;-10,34333333;60;;-48;
377;-10,39166667;60;;-48,25;
378;-10,44;60;;-48,5;
379;-10,48833333;60;;-48,75;
380;-10,53666667;60;;-49;
381;-10,585;60;;-49,25;
382;-10,63333333;60;;-49,5;
383;-10,68166667;60;;-49,75;
384;-10,73;60;;-50;
385;-10,77833333;60;;-50,25;
386;-10,82666667;60;;-50,5;
387;-10,875;60;;-50,75;
388;-10,92333333;60;;-51;
389;-10,97166667;60;;-51,25;
390;-11,02;60;;-51,5;
391;-11,07189189;60;;-51,75;
392;-11,12378378;60;;-52;
393;-11,17567568;60;-1,927105153;-52,25;
394;-11,22756757;60;;-52,5;
395;-11,27945946;60;;-52,75;
396;-11,33135135;60;;-53;
397;-11,38324324;60;;-53;
398;-11,43513514;60;;-53;
399;-11,48702703;60;;-53;
400;-11,53891892;60;;-53;
401;-11,59081081;60;;-53;
402;-11,6427027;60;;-53;
403;-11,69459459;60;;-53;
404;-11,74648649;60;;-53;
405;-11,79837838;60;;-53;
406;-11,85027027;60;;-53;
407;-11,90216216;60;;-53;
408;-11,95405405;60;;-53;
409;-12,00594595;60;;-53;
410;-12,05783784;60;-1,927105153;-53;
411;-12,10972973;60;;-53;
412;-12,16162162;60;;-53;
413;-12,21351351;60;;-53;
414;-12,26540541;60;;-53;
415;-12,3172973;60;;-53;
416;-12,36918919;60;;-53;
417;-12,42108108;60;;-53;
418;-12,47297297;60;;-53;
419;-12,52486486;60;;-53;
420;-12,57675676;60;;-53;
421;-12,62864865;60;;-53;
422;-12,68054054;60;;-53;
423;-12,73243243;60;;-53;
424;-12,78432432;60;;-53;
425;-12,83621622;60;;-53;
426;-12,88810811;60;;-53;
427;-12,94;60;;-53;
428;-12,99051282;60;;-53;
429;-13,04102564;60;;-53;
430;-13,09153846;60;;-53;
431;-13,14205128;60;;-53;
432;-13,1925641;60;;-53;
433;-13,24307692;60;289,0274998;-53;
434;-13,29358974;60;;-53;
435;-13,34410256;60;19,39331875;-53;
436;-13,39461538;60;;-53;
437;-13,44512821;60;236,8368788;-53;
438;-13,64717949;60;;-53;
439;-13,69769231;60;;-53;
440;-13,74820513;60;;-53;
441;-13,79871795;60;;-53;
442;-13,84923077;60;;-53;
443;-13,89974359;60;;-53;
444;-13,95025641;60;;-53;
445;-14,00076923;60;;-53;
446;-14,05128205;60;;-53;
447;-14,10179487;60;;-53;
448;-14,15230769;60;;-53;
449;-14,20282051;60;;-53;
450;-14,25333333;60;;-53;
451;-14,30384615;60;;-53;
452;-14,35435897;60;;-53;
453;-14,40487179;60;;-53;
454;-14,45538462;60;286,8655836;-53;
455;-14,50589744;60;;-53;
456;-14,55641026;60;13,10803891;-53;
457;-14,60692308;60;;-53;
458;-14,6574359;60;;-53;
459;-14,70794872;60;;-53;
460;-14,75846154;60;;-53;
461;-14,80897436;60;;-53;
462;-14,85948718;60;;-53;
463;-14,91;60;;-53;
464;-14,95666667;60;;-53;
465;-15,00333333;60;;-53;
466;-15,05;60;;-53;
467;-15,09666667;60;229,4709216;-53;
468;-15,28333333;60;;-53;
469;-15,33;60;;-53;
470;-15,37666667;60;278,2235344;-53;
471;-15,42333333;60;;-53;
472;-15,47;60;;-53;
473;-15,51666667;60;;-53;
474;-15,56333333;60;;-53;
475;-15,61;60;18,19522413;-53;
476;-15,65666667;60;;-53;
477;-15,70333333;60;;-53;
478;-15,75;60;;-53;
479;-15,79666667;60;;-53;
480;-15,84333333;60;;-53;
481;-15,89;60;;-53;
482;-15,93666667;60;;-53;
483;-15,98333333;60;;-53;
484;-16,03;60;;-53;
485;-16,07666667;60;;-53;
486;-16,12333333;60;;-53;
487;-16,17;60;179,005622;-53;
488;-16,31;60;;-53;
489;-16,35666667;60;;-53;
490;-16,40333333;60;;-53;
491;-16,45;60;18,00183091;-53;
492;-16,49666667;60;;-53;
493;-16,54333333;60;;-53;
494;-16,59;60;;-53;
495;-16,63666667;60;;-53;
496;-16,68333333;60;;-53;
497;-16,73;60;;-53;
498;-16,77666667;60;;-53;
499;-16,82333333;60;;-53;
500;-16,87;60;;-53;
501;-16,92333333;60;;-53;
502;-16,97666667;60;;-53;
503;-17,03;60;;-53;
504;-17,08333333;60;;-53;
505;-17,13666667;60;;-53;
506;-17,19;60;;-53;
507;-17,24333333;60;;-53;
508;-17,29666667;60;;-53;
509;-17,35;60;;-53;
510;-17,40333333;60;;-53;
511;-17,45666667;60;;-53;
512;-17,51;60;;-53;
513;-17,56333333;60;;-53;
514;-17,61666667;60;-1,927105153;-53;
515;-17,67;60;;-53;
516;-17,72333333;60;;-53;
517;-17,77666667;60;;-53;
518;-17,83;60;;-53;
519;-17,88333333;60;;-53;
520;-17,93666667;60;;-53;
521;-17,99;60;;-53;
522;-18,04333333;60;;-53;
523;-18,09666667;60;;-53;
524;-18,15;60;;-53;
525;-18,20333333;60;;-53;
526;-18,25666667;60;;-53;
527;-18,31;60;;-53;
528;-18,36333333;60;;-53;
529;-18,41666667;60;;-53;
530;-18,47;60;;-53;
531;-18,52333333;60;;-53;
532;-18,57666667;60;;-53;
533;-18,63;60;;-53;GKOE
534;-18,68333333;60;-1,927105153;-53;
535;-18,73666667;60;;-53;
536;-18,79;60;;-53;
537;-18,84025641;60;;-53;
538;-18,89051282;60;;-53;
539;-18,94076923;60;;-53;
540;-18,99102564;60;;-53;
541;-19,04128205;60;;-53;
542;-19,09153846;60;;-53;
543;-19,14179487;60;;-53;
544;-19,19205128;60;;-53;
545;-19,24230769;60;;-53;
546;-19,2925641;60;;-53;
547;-19,34282051;60;;-53;
548;-19,39307692;60;-1,927105153;-53;
549;-19,44333333;60;;-52,61904762;
550;-19,49358974;60;;-52,23809524;
551;-19,54384615;60;;-51,85714286;
552;-19,59410256;60;;-51,47619048;
553;-19,64435897;60;;-51,0952381;
554;-19,69461538;60;;-50,71428571;
555;-19,74487179;60;;-50,33333333;
556;-19,79512821;60;;-49,95238095;
557;-19,84538462;60;;-49,57142857;
558;-19,89564103;60;;-49,19047619;
559;-19,94589744;60;;-48,80952381;
560;-19,99615385;60;;-48,42857143;
561;-20,04641026;60;;-48,04761905;
562;-20,09666667;60;;-47,66666667;
563;-20,14692308;60;;-47,28571429;
564;-20,19717949;60;;-46,9047619;
565;-20,2474359;60;;-46,52380952;
566;-20,29769231;60;;-46,14285714;
567;-20,34794872;60;;-45,76190476;
568;-20,39820513;60;;-45,38095238;
569;-20,44846154;60;;-45;
570;-20,64948718;60;;-45;
571;-20,69974359;60;;-45;
572;-20,75;60;;-45;
573;-20,79051282;60;;-45;
574;-20,83102564;60;;-45;
575;-20,87153846;60;-1,927105153;-45;
576;-20,91205128;60;;-45;
577;-20,9525641;60;;-45;
578;-20,99307692;60;;-45;
579;-21,03358974;60;;-45;
580;-21,07410256;60;;-45;
581;-21,11461538;60;;-45;
582;-21,15512821;60;;-45;
583;-21,19564103;60;;-45;
584;-21,23615385;60;;-45;
585;-21,27666667;60;;-45;
586;-21,31717949;60;;-45;
587;-21,35769231;60;;-44,63636364;
588;-21,39820513;60;;-44,22727273;
589;-21,43871795;60;;-43,81818182;
590;-21,47923077;60;;-43,40909091;
591;-21,51974359;60;;-43;
592;-21,56025641;60;;-43;
593;-21,60076923;60;;-43;
594;-21,64128205;60;;-43;
595;-21,68179487;60;-1,927105153;-43;
596;-21,72230769;60;;-43;
597;-21,76282051;60;;-43;
598;-21,80333333;60;;-43;
599;-21,84384615;60;;-43;
600;-21,88435897;60;;-43;
601;-21,92487179;60;;-43;
602;-21,96538462;60;;-43;
603;-22,00589744;60;;-43;
604;-22,04641026;60;;-43;
605;-22,08692308;60;;-43;
606;-22,1274359;60;;-43;
607;-22,16794872;60;;-43;
608;-22,20846154;60;430,1416624;-43;
609;-22,33;60;;-43;
610;-22,36581395;60;16,70468122;-43;
611;-22,40162791;60;605,3158311;-43;
612;-22,61651163;60;;-43;
613;-22,65232558;60;369,1363197;-43;
614;-22,75976744;60;;-43;
615;-22,7955814;60;673,2039287;-43;
616;-22,83139535;60;;-43;
617;-22,8672093;60;;-43;
618;-22,90302326;60;;-43;
619;-22,93883721;60;;-43;
620;-22,97465116;60;;-43;
621;-23,01046512;60;;-43;
622;-23,04627907;60;;-43;
623;-23,08209302;60;;-43;
624;-23,11790698;60;;-43;
625;-23,15372093;60;;-43;
626;-23,18953488;60;;-43;
627;-23,22534884;60;;-43;
628;-23,26116279;60;;-43;
629;-23,29697674;60;;-43;
630;-23,3327907;60;;-43;
631;-23,36860465;60;;-43;
632;-23,4044186;60;;-43;
633;-23,44023256;60;;-43;
634;-23,47604651;60;;-43;
635;-23,51186047;60;702,0714053;-43;
636;-23,54767442;60;;-43;
637;-23,58348837;60;;-43;
638;-23,61930233;60;;-43;
639;-23,65511628;60;;-43;
640;-23,69093023;60;;-43;
641;-23,72674419;60;;-43;
642;-23,76255814;60;;-43;
643;-23,79837209;60;;-43;
644;-23,83418605;60;;-43;
645;-23,87;60;;-43;
646;-23,90354167;60;;-43;
647;-23,93708333;60;;-43;
648;-23,970625;60;702,7789415;-43;
649;-24,00416667;60;;-43;
650;-24,03770833;60;;-43;
651;-24,07125;60;;-43;
652;-24,10479167;60;;-43;
653;-24,13833333;60;;-43;
654;-24,171875;60;;-43;
655;-24,20541667;60;;-43;
656;-24,23895833;60;;-43;
657;-24,2725;60;;-43;
658;-24,30604167;60;;-43;
659;-24,33958333;60;;-43;
660;-24,373125;60;;-43;
661;-24,40666667;60;;-43;
662;-24,44020833;60;;-43;
663;-24,47375;60;;-43;
664;-24,50729167;60;;-43;
665;-24,54083333;60;;-43;
666;-24,574375;60;;-43;
667;-24,60791667;60;;-43;
668;-24,64145833;60;;-43;
669;-24,675;60;;-43;
670;-24,70854167;60;;-43;
671;-24,74208333;60;;-43;
672;-24,775625;60;;-43;
673;-24,80916667;60;;-43;
674;-24,84270833;60;11,14967981;-43;
675;-24,87625;60;682,437276;-43;
676;-25,27875;60;;-43;
677;-25,31229167;60;460,3888346;-43;
678;-25,34583333;60;;-43;
679;-25,379375;60;;-43;
680;-25,41291667;60;;-43;
681;-25,44645833;60;;-43;
682;-25,48;60;;-43;
683;-25,51756098;60;;-43;
684;-25,55512195;60;;-43;
685;-25,59268293;60;;-43;
686;-25,6302439;60;;-43;
687;-25,66780488;60;;-43;
688;-25,70536585;60;;-43;
689;-25,74292683;60;;-43;
690;-25,7804878;60;;-43;
691;-25,81804878;60;;-43;
692;-25,85560976;60;;-43;
693;-25,89317073;60;;-43;
694;-25,93073171;60;;-43;
695;-25,96829268;60;;-43;
696;-26,00585366;60;;-43;
697;-26,04341463;60;4,516528019;-43;
698;-26,08097561;60;;-43;
699;-26,11853659;60;;-43;
700;-26,15609756;60;;-43;
701;-26,19365854;60;;-43;
702;-26,23121951;60;;-43;
703;-26,26878049;60;;-43;
704;-26,30634146;60;;-43;
705;-26,34390244;60;;-43;
706;-26,38146341;60;;-43;
707;-26,41902439;60;;-43;
708;-26,45658537;60;;-43;
709;-26,49414634;60;378,7273658;-43;
710;-26,7195122;60;214,0954864;-43;
711;-26,75707317;60;;-43;
712;-26,79463415;60;6,563329144;-43;
713;-26,83219512;60;;-43;
714;-26,8697561;60;;-43;
715;-26,90731707;60;;-43;
716;-26,94487805;60;;-43;
717;-26,98243902;60;;-43;
718;-27,02;60;;-43;
719;-27,06189189;60;;-43;
720;-27,10378378;60;;-43;
721;-27,14567568;60;;-43;
722;-27,18756757;60;;-43;
723;-27,22945946;60;;-43;
724;-27,27135135;60;;-43;
725;-27,31324324;60;;-43;
726;-27,35513514;60;;-43;
727;-27,39702703;60;;-43;
728;-27,43891892;60;;-43;
729;-27,48081081;60;;-43;
730;-27,5227027;60;;-43;
731;-27,56459459;60;;-43;
732;-27,60648649;60;;-43;
733;-27,64837838;60;;-43;
734;-27,69027027;60;;-43;
735;-27,73216216;60;;-43;
736;-27,77405405;60;399,2459154;-43;
737;-27,81594595;60;;-43;
738;-27,85783784;60;;-43;
739;-27,89972973;60;;-43;
740;-27,94162162;60;;-43;
741;-27,98351351;60;;-43;
742;-28,02540541;60;;-43;
743;-28,0672973;60;;-43;
744;-28,10918919;60;;-43;
745;-28,15108108;60;;-43;
746;-28,19297297;60;;-43;
747;-28,23486486;60;;-43;
748;-28,27675676;60;;-43;
749;-28,31864865;60;;-43;
750;-28,36054054;60;;-43;
751;-28,40243243;60;;-43;
752;-28,44432432;60;;-43;
753;-28,48621622;60;;-43;
754;-28,52810811;60;;-43;
755;-28,57;60;;-43;
756;-28,60210526;60;399,2459154;-43;
757;-28,63421053;60;;-43;
758;-28,66631579;60;;-43;
759;-28,69842105;60;;-43;
760;-28,73052632;60;;-43;
761;-28,76263158;60;;-43;
762;-28,79473684;60;;-43;
763;-28,82684211;60;;-43;
764;-28,85894737;60;;-43;
765;-28,89105263;60;;-43;
766;-28,92315789;60;;-43;
767;-28,95526316;60;;-43;
768;-28,98736842;60;;-43;
769;-29,01947368;60;399,2459154;-43;
770;-29,05157895;60;;-43;
771;-29,11578947;60;;-43;
772;-29,14789474;60;;-43;
773;-29,18;60;;-36;
774;-29,24421053;60;;-29;
775;-29,27631579;60;;-28,4;
776;-29,30842105;60;;-27,8;
777;-29,34052632;60;;-27,2;
778;-29,37263158;60;;-26,6;
779;-29,40473684;60;;-26;
780;-29,43684211;60;;-25,4;
781;-29,46894737;60;;-24,8;
782;-29,50105263;60;;-24,2;
783;-29,53315789;60;;-23,6;
784;-29,56526316;60;;-23;
785;-29,59736842;60;;-23;
786;-29,62947368;60;;-23;
787;-29,66157895;60;;-23;
788;-29,69368421;60;;-23;
789;-29,72578947;60;;-23;
790;-29,75789474;60;;-23;
791;-29,79;60;;-23;
792;-29,8104878;60;;-23;
793;-29,83097561;60;;-23;
794;-29,85146341;60;;-23;
795;-29,87195122;60;;-23;
796;-29,89243902;60;394,6469301;-23;
797;-29,91292683;60;;-23;
798;-29,93341463;60;;-23;
799;-29,95390244;60;;-23;
800;-29,97439024;60;;-23;
801;-29,99487805;60;;-23;
802;-30,01536585;60;;-23;
803;-30,03585366;60;5,148256761;-23;
804;-30,05634146;60;;-23;
805;-30,07682927;60;;-23;
806;-30,09731707;60;;-23;
807;-30,11780488;60;;-23;
808;-30,13829268;60;;-23;
809;-30,15878049;60;;-23;
810;-30,17926829;60;288,9095771;-23;
811;-30,30219512;60;346,7703145;-23;
812;-30,32268293;60;;-23;
813;-30,34317073;60;;-23;
814;-30,36365854;60;;-23;
815;-30,38414634;60;;-23;
816;-30,40463415;60;383,6211578;-23;
817;-30,42512195;60;;-23;
818;-30,44560976;60;;-23;
819;-30,46609756;60;;-23;
820;-30,48658537;60;;-23;
821;-30,50707317;60;;-23;
822;-30,52756098;60;;-23;
823;-30,54804878;60;;-23;
824;-30,56853659;60;;-23;
825;-30,58902439;60;11,79404313;-23;
826;-30,6095122;60;;-23;
827;-30,63;60;329,2335246;-23;
828;-30,65243243;60;;-23;
829;-30,67486486;60;;-23;
830;-30,6972973;60;;-23;
831;-30,71972973;60;;-23;
832;-30,74216216;60;;-23;
833;-30,76459459;60;;-23;
834;-30,78702703;60;;-23;
835;-30,80945946;60;;-23;
836;-30,83189189;60;;-23;
837;-30,85432432;60;391,0587109;-23;
838;-30,87675676;60;;-23;
839;-30,89918919;60;;-23;
840;-30,92162162;60;;-23;
841;-30,94405405;60;;-23;
842;-30,96648649;60;;-23;
