Distance;height_df;speed_df;curve_df;elevation_df;stops_df
5215;-39,5125;50;;62,89473684;
5216;-39,44833333;50;295,2380952;62,94736842;
5217;-39,38416667;50;;63;
5218;-39,32;50;;63,05263158;
5219;-39,25583333;50;;63,10526316;
5220;-39,19166667;50;;63,15789474;
5221;-39,1275;50;;63,21052632;
5222;-39,06333333;50;;63,26315789;
5223;-38,99916667;50;;63,31578947;
5224;-38,935;50;;63,36842105;
5225;-38,87083333;50;;63,42105263;
5226;-38,80666667;50;;63,47368421;
5227;-38,7425;50;;63,52631579;
5228;-38,67833333;50;;63,57894737;
5229;-38,61416667;50;;63,63157895;
5230;-38,55;50;;63,68421053;
5231;-38,49365854;50;;63,73684211;
5232;-38,43731707;50;;63,78947368;
5233;-38,38097561;50;;63,84210526;
5234;-38,32463415;50;;63,89473684;
5235;-38,26829268;50;;63,94736842;
5236;-38,21195122;50;;64;
5237;-38,15560976;50;;64;
5238;-38,09926829;50;;64;
5239;-38,04292683;50;;64;
5240;-37,98658537;50;;64;
5241;-37,9302439;50;;64;
5242;-37,87390244;50;;64;
5243;-37,81756098;50;;64;
5244;-37,76121951;50;;64;
5245;-37,70487805;50;;64;
5246;-37,64853659;50;290,1084579;64;
5247;-37,59219512;50;;64;
5248;-37,53585366;50;;64;
5249;-37,4795122;50;;64;
5250;-37,42317073;50;;64;
5251;-37,36682927;50;;64;
5252;-37,3104878;50;;64;
5253;-37,25414634;50;;64;
5254;-37,19780488;50;;64;
5255;-37,14146341;50;;64;
5256;-37,08512195;50;;64;
5257;-37,02878049;50;;64;
5258;-36,97243902;50;;64;
5259;-36,91609756;50;231,0881472;64;
5260;-36,63439024;50;;64;
5261;-36,57804878;50;;64;
5262;-36,52170732;50;;64;
5263;-36,46536585;50;279,2890503;64;
5264;-36,40902439;50;;64;
5265;-36,35268293;50;;64;
5266;-36,29634146;50;;64;
5267;-36,24;50;;64;
5268;-36,17583333;50;;64;
5269;-36,11166667;50;;64;
5270;-36,0475;50;;64;
5271;-35,98333333;50;;64;
5272;-35,91916667;50;;64;
5273;-35,855;50;;64;
5274;-35,79083333;50;;64;
5275;-35,72666667;50;;64;
5276;-35,6625;50;;64;
5277;-35,59833333;50;;64;
5278;-35,53416667;50;;64;
5279;-35,47;50;;64;
5280;-35,40583333;50;;64;
5281;-35,34166667;50;;64;
5282;-35,2775;50;;64;
5283;-35,21333333;50;;64;
5284;-35,14916667;50;;64;
5285;-35,085;50;;64;
5286;-35,02083333;50;-1,927105153;64;
5287;-34,95666667;50;;64;
5288;-34,8925;50;;64;
5289;-34,82833333;50;;64;
5290;-34,76416667;50;;64;
5291;-34,7;50;;64;
5292;-34,63583333;50;;64;
5293;-34,57166667;50;;64;
5294;-34,5075;50;;64;
5295;-34,44333333;50;;64;
5296;-34,37916667;50;;64;
5297;-34,315;50;;64;
5298;-34,25083333;50;;64;
5299;-34,18666667;50;;64;
5300;-34,1225;50;;64;
5301;-34,05833333;50;;64;
5302;-33,99416667;50;;64;
5303;-33,93;50;;64;
5304;-33,86756757;50;;64;
5305;-33,80513514;50;;64;
5306;-33,7427027;50;-1,927105153;64;
5307;-33,68027027;50;;64;
5308;-33,61783784;50;;64;
5309;-33,55540541;50;;64;
5310;-33,49297297;50;;63,45454545;
5311;-33,43054054;50;;62,90909091;
5312;-33,36810811;50;;62,36363636;
5313;-33,30567568;50;;61,81818182;
5314;-33,24324324;50;;61,27272727;
5315;-33,18081081;50;;61,27272727;
5316;-33,11837838;50;;61,27272727;
5317;-33,05594595;50;;61,27272727;
5318;-32,99351351;50;;61,27272727;
5319;-32,93108108;50;;61,27272727;
5320;-32,86864865;50;;61,27272727;
5321;-32,80621622;50;;61,27272727;
5322;-32,74378378;50;;61,27272727;
5323;-32,68135135;50;-1,927105153;60,88888889;
5324;-32,61891892;50;;60,77777778;
5325;-32,55648649;50;;60,66666667;
5326;-32,49405405;50;;60,55555556;
5327;-32,43162162;50;;60,44444444;
5328;-32,36918919;50;;60,33333333;
5329;-32,30675676;50;;60,22222222;
5330;-32,24432432;50;;60,11111111;
5331;-32,18189189;50;;60;
5332;-32,11945946;50;;59,88888889;
5333;-32,05702703;50;;59,77777778;
5334;-31,99459459;50;;59,66666667;
5335;-31,93216216;50;;59,55555556;
5336;-31,86972973;50;;59,44444444;
5337;-31,8072973;50;;59,33333333;
5338;-31,74486486;50;;59,22222222;
5339;-31,68243243;50;;59,11111111;
5340;-31,62;50;;59;
5341;-31,56472222;50;;58,88888889;
5342;-31,50944444;50;;58,77777778;
5343;-31,45416667;50;;58,66666667;
5344;-31,39888889;50;;58,55555556;
5345;-31,34361111;50;;58,44444444;
5346;-31,28833333;50;;58,33333333;
5347;-31,23305556;50;;58,22222222;
5348;-31,17777778;50;;58,11111111;
5349;-31,1225;50;;58;
5350;-31,06722222;50;;57,88888889;
5351;-31,01194444;50;;57,77777778;
5352;-30,95666667;50;;57,66666667;
5353;-30,90138889;50;-1,927105153;57,55555556;
5354;-30,84611111;50;;57,44444444;
5355;-30,79083333;50;;57,33333333;
5356;-30,73555556;50;;57,22222222;
5357;-30,68027778;50;;57,11111111;
5358;-30,625;50;;57;
5359;-30,56972222;50;;57;
5360;-30,51444444;50;;57;
5361;-30,45916667;50;;57;
5362;-30,40388889;50;;57;
5363;-30,34861111;50;;57;
5364;-30,29333333;50;;57;
5365;-30,23805556;50;;57;
5366;-30,18277778;50;;57;
5367;-30,1275;50;;57;
5368;-30,07222222;50;;57;MULT
5369;-30,01694444;50;;57;
5370;-29,96166667;50;;57;
5371;-29,90638889;50;;57;
5372;-29,85111111;50;;57;
5373;-29,79583333;50;;57;
5374;-29,74055556;50;-1,927105153;57;
5375;-29,68527778;50;;57;
5376;-29,63;50;;57;
5377;-29,574;50;;57;
5378;-29,518;50;;57;
5379;-29,462;50;;57;
5380;-29,406;50;;57;
5381;-29,35;50;;57;
5382;-29,294;50;;57;
5383;-29,238;50;;57;
5384;-29,182;50;;57;
5385;-29,126;50;;57;
5386;-29,07;50;;57;
5387;-29,014;50;;57;
5388;-28,958;50;;57;
5389;-28,902;50;;57;
5390;-28,846;50;;57,6875;
5391;-28,79;50;;58,375;
5392;-28,734;50;;59,0625;
5393;-28,678;50;;59,75;
5394;-28,622;50;;60,4375;
5395;-28,566;50;12,86040125;61,125;
5396;-28,51;50;;61,8125;
5397;-28,454;50;;62,5;
5398;-28,398;50;;63,1875;
5399;-28,342;50;;63,875;
5400;-28,286;50;176,5264377;64,5625;
5401;-28,118;50;;66,625;
5402;-28,062;50;;67,3125;
5403;-28,006;50;;68;
5404;-27,838;50;;68;
5405;-27,782;50;;68;
5406;-27,726;50;;68;
5407;-27,67;50;17,70702416;68;
5408;-27,614;50;;68;
5409;-27,558;50;;68;
5410;-27,502;50;;68;
5411;-27,446;50;;68;
5412;-27,39;50;;68,75;
5413;-27,31970588;50;;69,5;
5414;-27,24941176;50;;70,25;
5415;-27,17911765;50;;71;
5416;-27,10882353;50;;70,97297297;
5417;-27,03852941;50;;70,94594595;
5418;-26,96823529;50;;70,91891892;
5419;-26,89794118;50;;70,89189189;
5420;-26,82764706;50;;70,86486486;
5421;-26,75735294;50;;70,83783784;
5422;-26,68705882;50;;70,81081081;
5423;-26,61676471;50;;70,78378378;
5424;-26,54647059;50;;70,75675676;
5425;-26,47617647;50;;70,72972973;
5426;-26,40588235;50;;70,7027027;
5427;-26,33558824;50;;70,67567568;
5428;-26,26529412;50;;70,64864865;
5429;-26,195;50;;70,62162162;
5430;-26,12470588;50;;70,59459459;
5431;-26,05441176;50;;70,56756757;
5432;-25,98411765;50;;70,54054054;
5433;-25,91382353;50;;70,51351351;
5434;-25,84352941;50;189,1076665;70,48648649;
5435;-25,77323529;50;;70,45945946;
5436;-25,70294118;50;;70,43243243;
5437;-25,63264706;50;;70,40540541;
5438;-25,56235294;50;;70,37837838;
5439;-25,49205882;50;;70,35135135;
5440;-25,42176471;50;;70,32432432;
5441;-25,35147059;50;;70,2972973;
5442;-25,28117647;50;;70,27027027;
5443;-25,21088235;50;;70,24324324;
5444;-25,14058824;50;;70,21621622;
5445;-25,07029412;50;;70,18918919;
5446;-25;50;;70,16216216;
5447;-24,93242424;50;;70,13513514;
5448;-24,86484848;50;;70,10810811;
5449;-24,79727273;50;;70,08108108;
5450;-24,72969697;50;;70,05405405;
5451;-24,66212121;50;;70,02702703;
5452;-24,59454545;50;;70;
5453;-24,5269697;50;;69,57142857;
5454;-24,45939394;50;189,1076665;69,14285714;
5455;-24,39181818;50;;68,71428571;
5456;-24,32424242;50;;68,28571429;
5457;-24,25666667;50;;67,85714286;
5458;-24,18909091;50;;67,42857143;
5459;-24,12151515;50;;67;
5460;-24,05393939;50;;67;
5461;-23,98636364;50;;67;
5462;-23,91878788;50;;67;
5463;-23,85121212;50;;67;
5464;-23,78363636;50;;67;
5465;-23,71606061;50;;67;
5466;-23,64848485;50;;67;
5467;-23,58090909;50;;67;
5468;-23,51333333;50;;67;
5469;-23,44575758;50;;67;
5470;-23,37818182;50;;67;
5471;-23,31060606;50;189,1076665;67;
5472;-23,2430303;50;;67;
5473;-23,17545455;50;;67;
5474;-23,10787879;50;;67;
5475;-23,04030303;50;;67;
5476;-22,97272727;50;;67;
5477;-22,90515152;50;;67;
5478;-22,83757576;50;;67;
5479;-22,77;50;;67;
5480;-22,70558824;50;;67;
5481;-22,64117647;50;;67;
5482;-22,57676471;50;;67;
5483;-22,51235294;50;;67;
5484;-22,44794118;50;;67;
5485;-22,38352941;50;;67;
5486;-22,31911765;50;;67;
5487;-22,25470588;50;;67;
5488;-22,19029412;50;;67;
5489;-22,12588235;50;;67;
5490;-22,06147059;50;;67;
5491;-21,99705882;50;;67;
5492;-21,93264706;50;;67;
5493;-21,86823529;50;;67;
5494;-21,80382353;50;;67;
5495;-21,73941176;50;;67;
5496;-21,675;50;;67;
5497;-21,61058824;50;;67;
5498;-21,54617647;50;;67;
5499;-21,48176471;50;;67;
5500;-21,41735294;50;;67;
5501;-21,35294118;50;188,4001303;67;
5502;-21,28852941;50;;67;
5503;-21,22411765;50;;67;
5504;-21,15970588;50;;67;
5505;-21,09529412;50;;67;
5506;-21,03088235;50;;67;
5507;-20,96647059;50;;67;
5508;-20,90205882;50;;67;
5509;-20,83764706;50;;67;
5510;-20,77323529;50;;67;
5511;-20,70882353;50;;67;
5512;-20,64441176;50;;67;
5513;-20,58;50;;67;
5514;-20,51235294;50;;67;
5515;-20,44470588;50;;67;
5516;-20,37705882;50;;67;
5517;-20,30941176;50;;66,96875;
5518;-20,24176471;50;;66,9375;
5519;-20,17411765;50;;66,90625;
5520;-20,10647059;50;;66,875;
5521;-20,03882353;50;189,1076665;66,84375;
5522;-19,97117647;50;;66,8125;
5523;-19,90352941;50;;66,78125;
5524;-19,83588235;50;;66,75;
5525;-19,76823529;50;;66,71875;
5526;-19,70058824;50;;66,6875;
5527;-19,63294118;50;;66,65625;
5528;-19,56529412;50;;66,625;
5529;-19,49764706;50;;66,59375;
5530;-19,43;50;;66,5625;
5531;-19,36235294;50;;66,53125;
5532;-19,29470588;50;;66,5;
5533;-19,22705882;50;;66,46875;
5534;-19,15941176;50;;66,4375;
5535;-19,09176471;50;;66,40625;
5536;-19,02411765;50;;66,375;
5537;-18,95647059;50;;66,34375;
5538;-18,88882353;50;;66,3125;
5539;-18,82117647;50;;66,28125;
5540;-18,75352941;50;;66,25;
5541;-18,68588235;50;;66,21875;
5542;-18,61823529;50;171,9892215;66,1875;
5543;-18,55058824;50;4,263836522;66,15625;
5544;-18,48294118;50;;66,125;
5545;-18,41529412;50;114,1088302;66,09375;
5546;-18,28;50;;66,03125;
5547;-18,23153846;50;;66;
5548;-18,18307692;50;;65;
5549;-18,13461538;50;;64;
5550;-18,08615385;50;;63;
5551;-18,03769231;50;;62;
5552;-17,98923077;50;;62;
5553;-17,94076923;50;;62;
5554;-17,89230769;50;;62;
5555;-17,84384615;50;-1,927105153;62;
5556;-17,65;50;;50,8;
5557;-17,60153846;50;;50,6;
5558;-17,55307692;50;;50,4;
5559;-17,50461538;50;;50,2;
5560;-17,45615385;50;;50;
5561;-17,40769231;50;;49,8;
5562;-17,35923077;50;;49,6;
5563;-17,31076923;50;;49,4;
5564;-17,26230769;50;;49,2;
5565;-17,21384615;50;;49;
5566;-17,16538462;50;;48,8;
5567;-17,11692308;50;;48,6;
5568;-17,06846154;50;;48,4;
5569;-17,02;50;;48,2;
5570;-16,97153846;50;;48;
5571;-16,92307692;50;;48;
5572;-16,87461538;50;;48;
5573;-16,82615385;50;;48;
5574;-16,77769231;50;;48;
5575;-16,72923077;50;;48;
5576;-16,68076923;50;;48;
5577;-16,63230769;50;;48;
5578;-16,58384615;50;;48;
5579;-16,53538462;50;;48;
5580;-16,48692308;50;;48;
5581;-16,43846154;50;;48;
5582;-16,39;50;-2,634641344;48;
5583;-16,34243243;50;;48;
5584;-16,29486486;50;;48;
5585;-16,2472973;50;;48;
5586;-16,19972973;50;;48;
5587;-16,15216216;50;;48;
5588;-16,10459459;50;;48;
5589;-16,05702703;50;;48;
5590;-16,00945946;50;;48;
5591;-15,96189189;50;;48;
5592;-15,91432432;50;;48;
5593;-15,86675676;50;;48;
5594;-15,81918919;50;;48;
5595;-15,77162162;50;;48;
5596;-15,72405405;50;;48;
5597;-15,67648649;50;;48;
5598;-15,62891892;50;;48;
5599;-15,58135135;50;;48;
5600;-15,53378378;50;;48;
5601;-15,48621622;50;;48;
5602;-15,43864865;50;-1,927105153;48;
5603;-15,39108108;50;;48;
5604;-15,34351351;50;;48;
5605;-15,29594595;50;;48;
5606;-15,24837838;50;;48;
5607;-15,20081081;50;;48;
5608;-15,15324324;50;;48;
5609;-15,10567568;50;;48;
5610;-15,05810811;50;;48;
5611;-15,01054054;50;;48;
5612;-14,96297297;50;;48;
5613;-14,91540541;50;;48;
5614;-14,86783784;50;;48;
5615;-14,82027027;50;;48;
5616;-14,7727027;50;;48;
5617;-14,72513514;50;;48;
5618;-14,67756757;50;;48;
5619;-14,63;50;-1,927105153;48;
5620;-14,58361111;50;;48;
5621;-14,53722222;50;;48;
5622;-14,49083333;50;;48;
5623;-14,44444444;50;;48;
5624;-14,39805556;50;;48;
5625;-14,35166667;50;;48;
5626;-14,30527778;50;;48;
5627;-14,25888889;50;;48;
5628;-14,2125;50;;48;
5629;-14,16611111;50;;48;
5630;-14,11972222;50;;48;
5631;-14,07333333;50;;48;
5632;-14,02694444;50;;48;
5633;-13,98055556;50;;48;
5634;-13,93416667;50;;48;
5635;-13,88777778;50;;48;
5636;-13,84138889;50;;48;
5637;-13,795;50;;48;
5638;-13,74861111;50;;48;
5639;-13,70222222;50;;48;
5640;-13,65583333;50;;48;
5641;-13,60944444;50;;48;
5642;-13,56305556;50;;48;
5643;-13,51666667;50;;48;
5644;-13,47027778;50;;48;
5645;-13,42388889;50;;48;
5646;-13,3775;50;;48;
5647;-13,33111111;50;;48;
5648;-13,28472222;50;;48;
5649;-13,23833333;50;-1,927105153;48;
5650;-13,19194444;50;;48;
5651;-13,14555556;50;;48;
5652;-13,09916667;50;;48;
5653;-13,05277778;50;;48;
5654;-13,00638889;50;;48;
5655;-12,96;50;;48;
5656;-12,91447368;50;;48;
5657;-12,86894737;50;;48;
5658;-12,82342105;50;;48;
5659;-12,77789474;50;;48;
5660;-12,73236842;50;;48;
5661;-12,68684211;50;;48;
5662;-12,64131579;50;;48;
5663;-12,59578947;50;;48;
5664;-12,55026316;50;;48;
5665;-12,50473684;50;;48;
5666;-12,45921053;50;;48;
5667;-12,41368421;50;;48;
5668;-12,36815789;50;;48;
5669;-12,32263158;50;;48;
5670;-12,27710526;50;;48;
5671;-12,23157895;50;14,21819689;48;
5672;-12,18605263;50;;48;
5673;-12,14052632;50;;48;
5674;-12,095;50;;48;
5675;-12,04947368;50;;48;
5676;-12,00394737;50;134,6386105;48;
5677;-11,91289474;50;;48;
5678;-11,86736842;50;;48;
5679;-11,82184211;50;;48;
5680;-11,77631579;50;;48;
5681;-11,73078947;50;;48;
5682;-11,68526316;50;;48;
5683;-11,63973684;50;;48;
5684;-11,59421053;50;;48;
5685;-11,54868421;50;;48;
5686;-11,50315789;50;;48;
5687;-11,45763158;50;;48;
5688;-11,41210526;50;;48;
5689;-11,36657895;50;;48;
5690;-11,32105263;50;;48;
5691;-11,27552632;50;28,1970905;48;
5692;-11,23;50;;48;
5693;-11,18194444;50;;48;
5694;-11,13388889;50;;48;
5695;-11,08583333;50;;48;
5696;-11,03777778;50;138,2829834;48;
5697;-10,98972222;50;;48;
5698;-10,94166667;50;;48;
5699;-10,89361111;50;;48;
5700;-10,84555556;50;;48;
5701;-10,7975;50;;48;
5702;-10,74944444;50;;48;
5703;-10,70138889;50;;48;
5704;-10,65333333;50;;48;
5705;-10,60527778;50;;48;
5706;-10,55722222;50;;48;
5707;-10,50916667;50;91,54628725;48;
5708;-10,46111111;50;10,14817918;48;
5709;-10,41305556;50;;48;
5710;-10,365;50;;48;
5711;-10,31694444;50;;48;
5712;-10,26888889;50;;48;
5713;-10,22083333;50;;48;
5714;-10,17277778;50;;48;
5715;-10,12472222;50;;48;
5716;-10,07666667;50;;48;
5717;-10,02861111;50;;48;
5718;-9,980555556;50;;48;
5719;-9,9325;50;;48;
5720;-9,884444444;50;;48;
5721;-9,836388889;50;;48;
5722;-9,788333333;50;;48;
5723;-9,740277778;50;;48;
5724;-9,692222222;50;;48;
5725;-9,644166667;50;;48;
5726;-9,596111111;50;;48;
5727;-9,548055556;50;;48;
5728;-9,5;50;;48;
5729;-9,467826087;50;;48;
5730;-9,435652174;50;;48;
5731;-9,403478261;50;;48;
5732;-9,371304348;50;;48;
5733;-9,339130435;50;;48;
5734;-9,306956522;50;;48;
5735;-9,274782609;50;;47,96;
5736;-9,242608696;50;;47,92;
5737;-9,210434783;50;;47,88;
5738;-9,17826087;50;;47,84;
5739;-9,146086957;50;;47,8;
5740;-9,113913043;50;;47,76;
5741;-9,08173913;50;;47,72;
5742;-9,049565217;50;;47,68;
5743;-9,017391304;50;-1,927105153;47,64;
5744;-8,985217391;50;;47,6;
5745;-8,953043478;50;;47,56;
5746;-8,920869565;50;;47,52;
5747;-8,888695652;50;;47,48;
5748;-8,856521739;50;;47,44;
5749;-8,824347826;50;;47,4;
5750;-8,792173913;50;;47,36;
5751;-8,76;50;;47,32;
5752;-8,727826087;50;;47,28;
5753;-8,695652174;50;;47,24;
5754;-8,663478261;50;;47,2;
5755;-8,631304348;50;;47,16;
5756;-8,599130435;50;;47,12;
5757;-8,566956522;50;;47,08;
5758;-8,534782609;50;;47,04;
5759;-8,502608696;50;;47;
5760;-8,470434783;50;;46;
5761;-8,43826087;50;;45;
5762;-8,406086957;50;;44;
5763;-8,084347826;50;-1,927105153;44;
5764;-8,052173913;50;;44;
5765;-8,02;50;;18,26315789;
5766;-8,010681818;50;;17,52631579;
5767;-8,001363636;50;;16,78947368;
5768;-7,992045455;50;;16,05263158;
5769;-7,982727273;50;;15,31578947;
5770;-7,973409091;50;;14,57894737;
5771;-7,964090909;50;;13,84210526;
5772;-7,954772727;50;;13,10526316;
5773;-7,945454545;50;;12,36842105;
5774;-7,936136364;50;;11,63157895;
5775;-7,926818182;50;;10,89473684;
5776;-7,9175;50;;10,15789474;
5777;-7,908181818;50;;9,421052632;
5778;-7,898863636;50;;8,684210526;
5779;-7,889545455;50;;7,947368421;
5780;-7,880227273;50;;7,210526316;
5781;-7,870909091;50;;6,473684211;
5782;-7,861590909;50;;5,736842105;
5783;-7,852272727;50;;5;
5784;-7,842954545;50;1,610575804;5;
5785;-7,833636364;50;;5;
5786;-7,824318182;50;;5;
5787;-7,815;50;;5;
5788;-7,805681818;50;;5;
5789;-7,796363636;50;;5;
5790;-7,787045455;50;;5;
5791;-7,777727273;50;;5;
5792;-7,768409091;50;;5;
5793;-7,759090909;50;;5;
5794;-7,749772727;50;;5;
5795;-7,740454545;50;;5;
5796;-7,731136364;50;;5;
5797;-7,721818182;50;481,8704195;5;
5798;-7,637954545;50;25,56572971;5;
5799;-7,628636364;50;;5;
5800;-7,619318182;50;;5;
5801;-7,61;50;;5;
5802;-7,607045455;50;;5;
5803;-7,604090909;50;;5;
5804;-7,601136364;50;;5;
5805;-7,598181818;50;;5;
5806;-7,595227273;50;;5;
5807;-7,592272727;50;;5;
5808;-7,589318182;50;;5;
5809;-7,586363636;50;;5;
5810;-7,583409091;50;;5;
5811;-7,580454545;50;;5;
5812;-7,5775;50;;5;
5813;-7,574545455;50;;5;
5814;-7,571590909;50;;5;
5815;-7,568636364;50;;5;
5816;-7,565681818;50;;5;
5817;-7,562727273;50;486,1156367;5;
5818;-7,559772727;50;;5;
5819;-7,556818182;50;;5;
5820;-7,553863636;50;;5;
5821;-7,550909091;50;;5;
5822;-7,547954545;50;;5;
5823;-7,545;50;;5;
5824;-7,542045455;50;377,4891775;5;
5825;-7,521363636;50;;5;
5826;-7,518409091;50;437,0969959;5;
5827;-7,5125;50;;5;
5828;-7,509545455;50;;5;
5829;-7,506590909;50;;5;
5830;-7,503636364;50;;5;
5831;-7,500681818;50;;5;
5832;-7,497727273;50;;5;
5833;-7,494772727;50;;5;
5834;-7,491818182;50;;5;
5835;-7,488863636;50;;5;
5836;-7,485909091;50;;5;
5837;-7,482954545;50;;5;
5838;-7,48;50;;5;
5839;-7,473421053;50;;5;
5840;-7,466842105;50;;5;
5841;-7,460263158;50;;5;
5842;-7,453684211;50;;5;
5843;-7,447105263;50;;5;
5844;-7,440526316;50;;5;
5845;-7,433947368;50;11,57504383;5;
5846;-7,427368421;50;;5;
5847;-7,420789474;50;224,5729181;5;
5848;-7,407631579;50;;5;
5849;-7,401052632;50;;5;
5850;-7,394473684;50;;5;
5851;-7,387894737;50;178,0341636;5;
5852;-7,381315789;50;264,4644824;5;
5853;-7,368157895;50;;5;
5854;-7,361578947;50;;5;
5855;-7,355;50;;5;
5856;-7,348421053;50;;5;
5857;-7,341842105;50;;5;
5858;-7,335263158;50;11,33919844;5;
5859;-7,328684211;50;;5;
5860;-7,322105263;50;;5;
5861;-7,315526316;50;;5;
5862;-7,308947368;60;;5;
5863;-7,302368421;60;;5;
5864;-7,295789474;60;;5;
5865;-7,289210526;60;;5;
5866;-7,282631579;60;;5;
5867;-7,276052632;60;;5;
5868;-7,269473684;60;;5;
5869;-7,262894737;60;;5;
5870;-7,256315789;60;;5;
5871;-7,249736842;60;299,4833124;5;
5872;-7,243157895;60;;5;
5873;-7,236578947;60;;5;
5874;-7,23;60;;5;
5875;-7,225897436;60;;5;
5876;-7,221794872;60;;5;
5877;-7,217692308;60;;5;
5878;-7,213589744;60;;5;
5879;-7,209487179;60;;5;
5880;-7,205384615;60;;5;
5881;-7,201282051;60;;5;
5882;-7,197179487;60;;5;
5883;-7,193076923;60;;5;
5884;-7,188974359;60;;5;
5885;-7,184871795;60;;5;
5886;-7,180769231;60;;5;
5887;-7,176666667;60;;5;
5888;-7,172564103;60;;5;
5889;-7,168461538;60;;5;
5890;-7,164358974;60;;5;
5891;-7,16025641;60;299,4833124;5;
5892;-7,156153846;60;;5;
5893;-7,152051282;60;;5,027027027;
5894;-7,147948718;60;;5,054054054;
5895;-7,143846154;60;;5,081081081;
5896;-7,13974359;60;;5,108108108;
5897;-7,135641026;60;;5,135135135;
5898;-7,131538462;60;;5,162162162;
5899;-7,127435897;60;;5,189189189;
5900;-7,123333333;60;;5,216216216;
5901;-7,119230769;60;;5,243243243;
5902;-7,115128205;60;;5,27027027;
5903;-7,111025641;60;;5,297297297;
5904;-7,106923077;60;;5,324324324;
5905;-7,102820513;60;226,0567787;5,351351351;
5906;-7,098717949;60;12,5655945;5,378378378;
5907;-7,094615385;60;;5,405405405;
5908;-7,090512821;60;274,7490264;5,432432432;
5909;-7,074102564;60;;5,540540541;
5910;-7,07;60;;5,567567568;
5911;-7,058648649;60;;5,594594595;
5912;-7,047297297;60;;5,621621622;
5913;-7,035945946;60;;5,648648649;
5914;-7,024594595;60;;5,675675676;
5915;-7,013243243;60;;5,702702703;
5916;-7,001891892;60;;5,72972973;
5917;-6,990540541;60;;5,756756757;
5918;-6,979189189;60;;5,783783784;
5919;-6,967837838;60;;5,810810811;
5920;-6,956486486;60;;5,837837838;
5921;-6,945135135;60;;5,864864865;
5922;-6,933783784;60;;5,891891892;
5923;-6,922432432;60;;5,918918919;
5924;-6,911081081;60;;5,945945946;
5925;-6,89972973;60;-1,927105153;5,972972973;
5926;-6,888378378;60;;6;
5927;-6,877027027;60;;6,333333333;
5928;-6,865675676;60;;6,666666667;
5929;-6,854324324;60;;7;
5930;-6,842972973;60;;7,333333333;
5931;-6,831621622;60;;7,666666667;
5932;-6,82027027;60;;8;
5933;-6,808918919;60;;10,33333333;
5934;-6,797567568;60;;12,66666667;
5935;-6,786216216;60;;12,66666667;
5936;-6,774864865;60;;10;
5937;-6,763513514;60;;10,81818182;
5938;-6,752162162;60;;11,63636364;
5939;-6,740810811;60;;12,45454545;
5940;-6,729459459;60;;13,27272727;
5941;-6,718108108;60;;14,09090909;
5942;-6,706756757;60;-1,927105153;14,90909091;
5943;-6,695405405;60;;15,72727273;
5944;-6,684054054;60;;16,54545455;
5945;-6,672702703;60;;17,36363636;
5946;-6,661351351;60;;18,18181818;
5947;-6,65;60;;19;
5948;-6,629722222;60;;19,02777778;
5949;-6,609444444;60;;19,05555556;
5950;-6,589166667;60;;19,08333333;
5951;-6,568888889;60;;19,11111111;
5952;-6,548611111;60;;19,13888889;
5953;-6,528333333;60;;19,16666667;
5954;-6,508055556;60;;19,19444444;
5955;-6,487777778;60;;19,22222222;
5956;-6,4675;60;;19,25;
5957;-6,447222222;60;;19,27777778;
5958;-6,426944444;60;;19,30555556;
5959;-6,406666667;60;;19,33333333;
5960;-6,386388889;60;;19,36111111;
5961;-6,366111111;60;;19,38888889;
5962;-6,345833333;60;;19,41666667;
5963;-6,325555556;60;;19,44444444;
5964;-6,305277778;60;;19,47222222;
5965;-6,285;60;;19,5;
5966;-6,264722222;60;;19,52777778;
5967;-6,244444444;60;;19,55555556;
5968;-6,224166667;60;;19,58333333;
5969;-6,203888889;60;;19,61111111;
5970;-6,183611111;60;;19,63888889;
5971;-6,163333333;60;;19,66666667;
5972;-6,143055556;60;-1,927105153;19,69444444;
5973;-6,122777778;60;;19,72222222;
5974;-6,1025;60;;19,75;
5975;-6,082222222;60;;19,77777778;
5976;-6,061944444;60;;19,80555556;
5977;-6,041666667;60;;19,83333333;
5978;-6,021388889;60;;19,86111111;
5979;-6,001111111;60;;19,88888889;
5980;-5,980833333;60;;19,91666667;
5981;-5,960555556;60;;19,94444444;
5982;-5,940277778;60;;19,97222222;
5983;-5,92;60;;20;
5984;-5,899736842;60;;20;
5985;-5,879473684;60;;20;
5986;-5,859210526;60;;20;
5987;-5,838947368;60;;20;
5988;-5,818684211;60;;20;
5989;-5,798421053;60;;20;
5990;-5,778157895;60;;20;
5991;-5,757894737;60;;20;
5992;-5,737631579;60;;20;
5993;-5,717368421;60;14,95942528;20;
5994;-5,697105263;60;;20;
5995;-5,676842105;60;;20;
5996;-5,656578947;60;;20;
5997;-5,636315789;60;;20;
5998;-5,616052632;60;;20;
5999;-5,595789474;60;134,6386105;20;
6000;-5,555263158;60;;20;
6001;-5,535;60;;20;
6002;-5,514736842;60;;20;
6003;-5,494473684;60;;20;
6004;-5,474210526;60;;20;
6005;-5,453947368;60;;20;
6006;-5,433684211;60;;20;
6007;-5,413421053;60;;20;
6008;-5,393157895;60;;20;
6009;-5,372894737;60;;20;
6010;-5,352631579;60;;20;
6011;-5,332368421;60;;20;
6012;-5,312105263;60;12,85029359;20;
6013;-5,291842105;60;;20;
6014;-5,271578947;60;;20;
6015;-5,251315789;60;;20;
